"values","lat","lon","lat_index","lon_index"
297.574279785156,21.2380447387695,-158.305725097656,1,1
297.572021484375,21.2380447387695,-158.298538208008,1,2
297.574554443359,21.2380447387695,-158.29133605957,1,3
297.572326660156,21.2380447387695,-158.284149169922,1,4
297.576263427734,21.2380447387695,-158.276947021484,1,5
297.575134277344,21.2380447387695,-158.269760131836,1,6
297.571258544922,21.2380447387695,-158.262557983398,1,7
297.568084716797,21.2380447387695,-158.255355834961,1,8
297.554718017578,21.2380447387695,-158.248168945312,1,9
297.559051513672,21.2380447387695,-158.240966796875,1,10
297.590118408203,21.2380447387695,-158.233779907227,1,11
297.618957519531,21.2380447387695,-158.226577758789,1,12
297.615509033203,21.2380447387695,-158.219375610352,1,13
297.596862792969,21.2380447387695,-158.212188720703,1,14
297.582763671875,21.2380447387695,-158.204986572266,1,15
297.569885253906,21.2380447387695,-158.197799682617,1,16
297.572906494141,21.2380447387695,-158.19059753418,1,17
297.576019287109,21.2380447387695,-158.183410644531,1,18
297.574493408203,21.2380447387695,-158.176208496094,1,19
297.566253662109,21.2380447387695,-158.169006347656,1,20
297.552001953125,21.2380447387695,-158.161819458008,1,21
297.542053222656,21.2380447387695,-158.15461730957,1,22
297.527191162109,21.2380447387695,-158.147430419922,1,23
297.505767822266,21.2380447387695,-158.140228271484,1,24
297.489379882812,21.2380447387695,-158.133041381836,1,25
297.470336914062,21.2380447387695,-158.125839233398,1,26
297.440277099609,21.2380447387695,-158.118637084961,1,27
297.405487060547,21.2380447387695,-158.111450195312,1,28
297.376403808594,21.2380447387695,-158.104248046875,1,29
297.367095947266,21.2380447387695,-158.097061157227,1,30
297.373443603516,21.2380447387695,-158.089859008789,1,31
297.380950927734,21.2380447387695,-158.082656860352,1,32
297.378112792969,21.2380447387695,-158.075469970703,1,33
297.376220703125,21.2380447387695,-158.068267822266,1,34
297.369323730469,21.2380447387695,-158.061080932617,1,35
297.357147216797,21.2380447387695,-158.05387878418,1,36
297.332611083984,21.2380447387695,-158.046691894531,1,37
297.317749023438,21.2380447387695,-158.039489746094,1,38
297.302703857422,21.2380447387695,-158.032287597656,1,39
297.272308349609,21.2380447387695,-158.025100708008,1,40
297.207183837891,21.2380447387695,-158.01789855957,1,41
297.148834228516,21.2380447387695,-158.010711669922,1,42
297.133819580078,21.2380447387695,-158.003509521484,1,43
297.148895263672,21.2380447387695,-157.996322631836,1,44
297.168823242188,21.2380447387695,-157.989120483398,1,45
297.189300537109,21.2380447387695,-157.981918334961,1,46
297.204193115234,21.2380447387695,-157.974731445312,1,47
297.208740234375,21.2380447387695,-157.967529296875,1,48
297.209228515625,21.2380447387695,-157.960342407227,1,49
297.229187011719,21.2380447387695,-157.953140258789,1,50
297.256256103516,21.2380447387695,-157.945953369141,1,51
297.267852783203,21.2380447387695,-157.938751220703,1,52
297.249664306641,21.2380447387695,-157.931549072266,1,53
297.216247558594,21.2380447387695,-157.924362182617,1,54
297.194641113281,21.2380447387695,-157.91716003418,1,55
297.196899414062,21.2380447387695,-157.909973144531,1,56
297.214660644531,21.2380447387695,-157.902770996094,1,57
297.23193359375,21.2380447387695,-157.895568847656,1,58
297.240386962891,21.2380447387695,-157.888381958008,1,59
297.240081787109,21.2380447387695,-157.88117980957,1,60
297.241394042969,21.2380447387695,-157.873992919922,1,61
297.248413085938,21.2380447387695,-157.866790771484,1,62
297.25927734375,21.2380447387695,-157.859603881836,1,63
297.268371582031,21.2380447387695,-157.852401733398,1,64
297.268859863281,21.2380447387695,-157.845199584961,1,65
297.259490966797,21.2380447387695,-157.838012695312,1,66
297.247406005859,21.2380447387695,-157.830810546875,1,67
297.238830566406,21.2380447387695,-157.823623657227,1,68
297.235382080078,21.2380447387695,-157.816421508789,1,69
297.241027832031,21.2380447387695,-157.809234619141,1,70
297.256195068359,21.2380447387695,-157.802032470703,1,71
297.274566650391,21.2380447387695,-157.794830322266,1,72
297.297546386719,21.2380447387695,-157.787643432617,1,73
297.338775634766,21.2380447387695,-157.78044128418,1,74
297.380157470703,21.2380447387695,-157.773254394531,1,75
297.404602050781,21.2380447387695,-157.766052246094,1,76
297.435546875,21.2380447387695,-157.758850097656,1,77
297.457427978516,21.2380447387695,-157.751663208008,1,78
297.462493896484,21.2380447387695,-157.74446105957,1,79
297.456359863281,21.2380447387695,-157.737274169922,1,80
297.438385009766,21.2380447387695,-157.730072021484,1,81
297.411437988281,21.2380447387695,-157.722885131836,1,82
297.379272460938,21.2380447387695,-157.715682983398,1,83
297.330932617188,21.2380447387695,-157.708480834961,1,84
